SpawnPoint_180143 | -143.684, -2.935, 119.109 | 0.000, 89.274, 0.000
SpawnPoint_180145 | -136.553, -2.935, 118.730 | 0.000, 91.374, 0.000
SpawnPoint_180147 | -129.202, -2.935, 118.378 | 0.000, 89.324, 0.000
SpawnPoint_180149 | -122.416, -2.935, 118.484 | 0.000, 86.174, 0.000
SpawnPoint_180152 | -114.348, -2.802, 120.577 | 0.000, 67.824, 0.000
SpawnPoint_180155 | -105.423, -2.772, 121.592 | 0.000, 104.774, 0.000
SpawnPoint_180159 | -99.651, -2.696, 128.991 | 0.000, 279.274, 0.000
SpawnPoint_180202 | -108.954, -2.835, 129.220 | 0.000, 263.624, 0.000
SpawnPoint_180205 | -118.073, -2.917, 126.392 | 0.000, 258.924, 0.000
SpawnPoint_180207 | -124.699, -2.935, 126.310 | 0.000, 269.874, 0.000
SpawnPoint_180209 | -132.391, -2.935, 126.293 | 0.000, 269.874, 0.000
SpawnPoint_180212 | -140.028, -2.935, 126.344 | 0.000, 270.024, 0.000
SpawnPoint_180214 | -146.745, -2.935, 126.352 | 0.000, 270.373, 0.000
SpawnPoint_180215 | -150.335, -2.935, 129.041 | 0.000, 345.373, 0.000
SpawnPoint_180219 | -158.215, -2.935, 128.580 | 0.000, 179.673, 0.000
SpawnPoint_180221 | -158.289, -2.935, 121.866 | 0.000, 178.523, 0.000
SpawnPoint_180222 | -158.142, -2.935, 116.180 | 0.000, 178.523, 0.000
SpawnPoint_180232 | -150.680, -2.935, 85.756 | 0.000, 178.923, 0.000
SpawnPoint_180234 | -150.597, -2.935, 79.419 | 0.000, 179.173, 0.000
SpawnPoint_180236 | -150.660, -2.935, 74.493 | 0.000, 182.173, 0.000
SpawnPoint_180238 | -150.709, -2.935, 68.157 | 0.000, 179.273, 0.000
SpawnPoint_180240 | -150.190, -2.935, 61.627 | 0.000, 174.623, 0.000
SpawnPoint_180242 | -150.139, -2.935, 55.631 | 0.000, 179.673, 0.000
SpawnPoint_180243 | -150.122, -2.972, 49.890 | 0.000, 183.023, 0.000
SpawnPoint_180245 | -148.718, -2.935, 45.658 | 0.000, 136.473, 0.000
SpawnPoint_180247 | -144.272, -2.935, 41.143 | 0.000, 134.523, 0.000
SpawnPoint_180249 | -140.050, -2.935, 36.715 | 0.000, 135.323, 0.000
SpawnPoint_180250 | -135.916, -2.935, 32.917 | 0.000, 115.423, 0.000
SpawnPoint_180252 | -131.190, -2.935, 32.219 | 0.000, 85.973, 0.000
SpawnPoint_180254 | -129.851, -2.935, 38.779 | 0.000, 358.523, 0.000
SpawnPoint_180256 | -129.973, -2.935, 45.874 | 0.000, 358.673, 0.000
SpawnPoint_180258 | -129.989, -2.985, 51.886 | 0.000, 359.923, 0.000
SpawnPoint_180301 | -130.000, -2.935, 60.065 | 0.000, 359.923, 0.000
SpawnPoint_180303 | -129.957, -2.935, 67.539 | 0.000, 0.873, 0.000
SpawnPoint_180307 | -129.364, -2.935, 81.802 | 0.000, 321.273, 0.000
SpawnPoint_180312 | -143.287, -2.935, 86.648 | 0.000, 285.473, 0.000
SpawnPoint_180320 | -146.057, -2.960, 60.495 | 0.000, 97.773, 0.000
SpawnPoint_180323 | -137.008, -2.960, 60.882 | 0.000, 89.973, 0.000
SpawnPoint_195101 | -75.377, -2.935, 119.655 | 0.000, 85.397, 0.000
SpawnPoint_195104 | -67.422, -2.935, 119.861 | 0.000, 85.397, 0.000
SpawnPoint_195107 | -58.937, -2.935, 121.742 | 0.000, 85.397, 0.000
SpawnPoint_195109 | -52.931, -2.935, 126.424 | 0.000, 85.397, 0.000
SpawnPoint_195112 | -44.640, -2.935, 126.801 | 0.000, 85.397, 0.000
SpawnPoint_195114 | -36.447, -2.935, 126.664 | 0.000, 85.397, 0.000
SpawnPoint_195116 | -31.637, -2.935, 126.938 | 0.000, 85.397, 0.000
SpawnPoint_195117 | -25.546, -2.935, 126.959 | 0.000, 85.397, 0.000
SpawnPoint_195123 | -22.258, -2.796, 123.355 | 0.000, 179.047, 0.000
SpawnPoint_195125 | -22.232, -0.907, 115.436 | 0.000, 179.047, 0.000
SpawnPoint_195128 | -22.113, 0.927, 107.592 | 0.000, 179.047, 0.000
SpawnPoint_195130 | -22.117, 1.065, 100.301 | 0.000, 179.047, 0.000
SpawnPoint_195132 | -21.990, 0.975, 94.073 | 0.000, 179.047, 0.000
SpawnPoint_195135 | -25.954, 1.055, 93.918 | 0.000, 267.347, 0.000
SpawnPoint_195137 | -31.863, 1.010, 93.812 | 0.000, 267.347, 0.000
SpawnPoint_195140 | -40.843, 0.975, 93.490 | 0.000, 267.347, 0.000
SpawnPoint_195142 | -46.148, 1.065, 94.400 | 0.000, 267.347, 0.000
SpawnPoint_195145 | -54.613, 1.065, 94.524 | 0.000, 267.347, 0.000
SpawnPoint_195148 | -57.264, 1.065, 101.171 | 0.000, 355.296, 0.000
SpawnPoint_195151 | -58.282, 1.065, 109.416 | 0.000, 355.296, 0.000
SpawnPoint_195155 | -63.919, 1.065, 105.132 | 0.000, 178.046, 0.000
SpawnPoint_195158 | -64.151, 1.065, 98.793 | 0.000, 178.046, 0.000
SpawnPoint_195159 | -64.144, 1.065, 92.606 | 0.000, 178.046, 0.000
SpawnPoint_195201 | -64.154, 1.065, 86.886 | 0.000, 178.046, 0.000
SpawnPoint_195204 | -61.805, 1.065, 80.153 | 0.000, 178.046, 0.000
SpawnPoint_195207 | -56.428, 1.065, 84.021 | 0.000, 53.296, 0.000
SpawnPoint_195209 | -52.182, 1.065, 87.569 | 0.000, 53.296, 0.000
SpawnPoint_195211 | -44.530, 1.065, 87.080 | 0.000, 85.496, 0.000
SpawnPoint_195214 | -35.721, 1.065, 86.979 | 0.000, 85.496, 0.000
SpawnPoint_195216 | -27.643, 1.065, 86.901 | 0.000, 85.496, 0.000
SpawnPoint_195219 | -21.679, 1.065, 84.940 | 0.000, 169.346, 0.000
SpawnPoint_195221 | -22.059, 1.065, 77.429 | 0.000, 169.346, 0.000
SpawnPoint_195224 | -22.496, 1.065, 70.435 | 0.000, 169.346, 0.000
SpawnPoint_195226 | -22.410, 1.065, 62.515 | 0.000, 169.346, 0.000
SpawnPoint_195228 | -22.264, 1.065, 56.015 | 0.000, 169.346, 0.000
SpawnPoint_195232 | -27.902, 1.065, 54.542 | 0.000, 271.146, 0.000
SpawnPoint_195235 | -36.093, 1.065, 56.083 | 0.000, 271.146, 0.000
SpawnPoint_195238 | -43.253, 1.065, 58.396 | 0.000, 271.146, 0.000
SpawnPoint_195240 | -50.395, 1.065, 61.124 | 0.000, 271.146, 0.000
SpawnPoint_195243 | -56.315, 1.065, 63.355 | 0.000, 271.146, 0.000
SpawnPoint_195244 | -61.498, 1.065, 65.087 | 0.000, 271.146, 0.000
SpawnPoint_195246 | -66.685, 1.065, 67.091 | 0.000, 271.146, 0.000
SpawnPoint_195249 | -72.570, 1.065, 69.167 | 0.000, 271.146, 0.000
SpawnPoint_195251 | -78.360, 0.838, 71.493 | 0.000, 271.146, 0.000
SpawnPoint_195253 | -84.370, -0.175, 73.895 | 0.000, 271.146, 0.000
SpawnPoint_195255 | -88.780, -0.988, 75.266 | 0.000, 271.146, 0.000
SpawnPoint_195257 | -94.630, -2.079, 77.282 | 0.000, 271.146, 0.000
SpawnPoint_195259 | -100.600, -2.890, 79.422 | 0.000, 271.146, 0.000
SpawnPoint_195304 | -106.781, -2.982, 73.245 | 0.000, 106.046, 0.000
SpawnPoint_195306 | -100.446, -2.543, 70.696 | 0.000, 106.046, 0.000
SpawnPoint_195308 | -93.015, -1.270, 68.308 | 0.000, 106.046, 0.000
SpawnPoint_195310 | -86.211, 0.015, 65.686 | 0.000, 106.046, 0.000
SpawnPoint_195312 | -80.144, 0.928, 63.604 | 0.000, 106.046, 0.000
SpawnPoint_195314 | -74.263, 1.065, 61.358 | 0.000, 106.046, 0.000
SpawnPoint_195316 | -67.646, 1.065, 59.118 | 0.000, 106.046, 0.000
SpawnPoint_195318 | -60.954, 1.065, 56.998 | 0.000, 106.046, 0.000
SpawnPoint_195320 | -54.914, 1.065, 54.964 | 0.000, 106.046, 0.000
SpawnPoint_195322 | -48.975, 1.065, 52.916 | 0.000, 106.046, 0.000
SpawnPoint_195323 | -43.185, 1.065, 50.979 | 0.000, 106.046, 0.000
SpawnPoint_195325 | -37.664, 1.061, 49.061 | 0.000, 106.046, 0.000
SpawnPoint_195327 | -31.535, 1.065, 47.844 | 0.000, 106.046, 0.000
SpawnPoint_195329 | -25.668, 1.065, 47.441 | 0.000, 106.046, 0.000
SpawnPoint_195331 | -21.499, 1.065, 43.464 | 0.000, 106.046, 0.000
SpawnPoint_195334 | -21.747, 1.065, 36.128 | 0.000, 180.546, 0.000
SpawnPoint_195336 | -21.796, 1.065, 29.402 | 0.000, 180.546, 0.000
SpawnPoint_195338 | -21.800, 1.065, 22.460 | 0.000, 180.546, 0.000
SpawnPoint_195340 | -21.592, 1.065, 15.886 | 0.000, 180.546, 0.000
SpawnPoint_195342 | -21.637, 1.065, 8.256 | 0.000, 180.546, 0.000
SpawnPoint_195345 | -21.753, 1.065, 0.609 | 0.000, 180.546, 0.000
SpawnPoint_195348 | -21.883, 1.065, -7.646 | 0.000, 180.546, 0.000
SpawnPoint_195350 | -21.827, 1.065, -16.563 | 0.000, 180.546, 0.000
SpawnPoint_195353 | -21.355, 1.034, -23.659 | 0.000, 180.546, 0.000
SpawnPoint_195355 | -22.414, 1.065, -30.620 | 0.000, 180.546, 0.000
SpawnPoint_195357 | -22.343, 1.065, -37.865 | 0.000, 180.546, 0.000
SpawnPoint_195359 | -22.822, 1.065, -43.006 | 0.000, 180.546, 0.000
SpawnPoint_195405 | -15.068, 1.065, -35.915 | 0.000, 1.396, 0.000
SpawnPoint_195408 | -15.324, 1.065, -28.095 | 0.000, 1.396, 0.000
SpawnPoint_195410 | -15.365, 1.065, -21.357 | 0.000, 1.396, 0.000
SpawnPoint_195412 | -15.122, 0.992, -13.914 | 0.000, 1.396, 0.000
SpawnPoint_195414 | -15.056, 1.065, -7.458 | 0.000, 1.396, 0.000
SpawnPoint_195416 | -15.177, 1.065, 3.695 | 0.000, 1.396, 0.000
SpawnPoint_195417 | -15.313, 1.065, 9.945 | 0.000, 1.396, 0.000
SpawnPoint_195418 | -15.213, 1.065, 18.834 | 0.000, 1.396, 0.000
SpawnPoint_195420 | -14.645, 1.065, 25.165 | 0.000, 1.396, 0.000
SpawnPoint_195421 | -14.673, 1.065, 32.073 | 0.000, 1.396, 0.000
SpawnPoint_195422 | -15.006, 1.065, 40.707 | 0.000, 1.396, 0.000
SpawnPoint_195424 | -14.593, 0.975, 48.139 | 0.000, 1.396, 0.000
SpawnPoint_195425 | -14.631, 1.065, 55.567 | 0.000, 1.396, 0.000
SpawnPoint_195426 | -14.904, 1.065, 62.480 | 0.000, 1.396, 0.000
SpawnPoint_195427 | -14.965, 1.065, 69.271 | 0.000, 1.396, 0.000
SpawnPoint_195429 | -14.887, 1.065, 77.235 | 0.000, 1.396, 0.000
SpawnPoint_195430 | -14.965, 0.999, 86.355 | 0.000, 1.396, 0.000
SpawnPoint_195431 | -15.027, 1.065, 93.919 | 0.000, 1.396, 0.000
SpawnPoint_195433 | -14.612, 1.065, 101.604 | 0.000, 1.396, 0.000
SpawnPoint_195434 | -15.164, 0.880, 108.099 | 0.000, 1.396, 0.000
SpawnPoint_195435 | -14.545, -0.888, 115.480 | 0.000, 1.396, 0.000
SpawnPoint_195436 | -14.877, -2.693, 122.574 | 0.000, 1.396, 0.000
SpawnPoint_195438 | -16.282, -2.935, 130.491 | 0.000, 1.396, 0.000
SpawnPoint_195440 | -20.112, -2.935, 133.543 | 0.000, 289.246, 0.000
SpawnPoint_195442 | -26.237, -2.989, 134.293 | 0.000, 289.246, 0.000
SpawnPoint_195444 | -31.623, -3.000, 134.058 | 0.000, 289.246, 0.000
SpawnPoint_195446 | -34.480, -2.935, 138.250 | 0.000, -0.004, 0.000
SpawnPoint_195448 | -34.952, -2.935, 146.582 | 0.000, -0.004, 0.000
SpawnPoint_195449 | -35.166, -2.935, 154.562 | 0.000, -0.004, 0.000
SpawnPoint_195451 | -34.753, -2.935, 161.793 | 0.000, -0.004, 0.000
SpawnPoint_195453 | -35.402, -2.935, 171.220 | 0.000, 317.396, 0.000
SpawnPoint_195457 | -41.566, -2.935, 172.081 | 0.000, 183.946, 0.000
SpawnPoint_195500 | -41.529, -2.935, 162.602 | 0.000, 183.946, 0.000
SpawnPoint_195502 | -42.148, -2.935, 156.089 | 0.000, 183.946, 0.000
SpawnPoint_195504 | -41.853, -2.935, 147.941 | 0.000, 183.946, 0.000
SpawnPoint_195506 | -41.370, -2.960, 139.003 | 0.000, 183.946, 0.000
SpawnPoint_195508 | -44.027, -2.935, 134.180 | 0.000, 183.946, 0.000
SpawnPoint_195512 | -50.018, -2.936, 133.469 | 0.000, 266.396, 0.000
SpawnPoint_195515 | -57.836, -3.025, 131.636 | 0.000, 266.396, 0.000
SpawnPoint_195517 | -63.105, -2.935, 127.302 | 0.000, 266.396, 0.000
SpawnPoint_195519 | -68.159, -2.937, 126.294 | 0.000, 266.396, 0.000
SpawnPoint_195521 | -75.100, -2.935, 126.384 | 0.000, 266.396, 0.000
